timestamp,asset,price,source,volume
1771575772000,BTC,67828.53678346773,RtdsChainlink,
1771575873000,BTC,67864.49596771855,RtdsChainlink,
1771576210000,ETH,1963.817976,RtdsChainlink,
1771576304000,BTC,67846.8844705,RtdsChainlink,
1771576348000,BTC,67825.89941652607,RtdsChainlink,
1771576655000,ETH,1957.457035031774,RtdsChainlink,
1771576727000,BTC,67782.94534875688,RtdsChainlink,
1771576766000,BTC,67788.45281980003,RtdsChainlink,
1771577554000,ETH,1960.30289737647,RtdsChainlink,
1771577647000,ETH,1960.87585,RtdsChainlink,
1771578331000,ETH,1965.86255438572,RtdsChainlink,
1771578776000,BTC,68089.03935203198,RtdsChainlink,
1771578927000,BTC,68115.93018039488,RtdsChainlink,
